,Tweet,text,date,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
1141,retweet  ‘unrestricted bioweapon’  china whistleblower dr  yan releases new report claiming coronavirus is ‘laboratory product’ hat tip,RT @RaheemKassam: ‘Unrestricted Bioweapon’: China Whistleblower Dr. Yan Releases New Report Claiming Coronavirus Is ‘Laboratory Product’ ht…,1314456135932338177,0,0,0,0,0,0,0,1,1,0
1142,retweet  ce this concept   unrestricted bio weapon  this is far beyond traditional concept of bio weapon from the china amms  which…,"RT @m8888m9999n: ce this concept - unrestricted bio-weapon. This is far beyond traditional concept of bio-weapon from the China AMMS, Which…",1314473480222507009,0,0,0,0,0,0,0,1,0,0
1143,retweet  cnn china’s signal dropped just as pence started blaming china for coronavirus during us vp debate  h…,RT @MothershipSG: CNN China’s signal dropped just as Pence started blaming China for Covid-19 during US VP debate https://t.co/8ROqI9Vexi h…,1314485364501868549,0,0,0,0,0,0,1,0,1,0
1144,retweet  china s holiday travel is back to 80  of its pre pandemic levels ,RT @business: China's holiday travel is back to 80% of its pre-pandemic levels https://t.co/klRyTo6siG,1314491399803342848,0,0,0,0,0,1,0,0,1,0
1145,"retweet  nikkei‘s overview of the naphtha market 

light naphtha
down arrow 

hollow red circle ethylene   as china’s economy recovers  demand for plasti…","RT @SStapczynski: Nikkei‘s overview of the naphtha market 

Light naphtha
⬇️ 

⭕️ Ethylene - As China’s economy recovers, demand for plasti…",1314501805653389313,0,0,0,0,0,0,0,0,1,0
1146,retweet  china just joined the world health organization s covax initiative  which aims to provide global access to effective coronavirus vacc…,"RT @CNN: China just joined the World Health Organization's COVAX initiative, which aims to provide global access to effective Covid-19 vacc…",1314520586379386880,1,0,0,0,0,0,0,0,1,0
1147,retweet  china joins who backed  global coronavirus vaccine alliance  rejected by donald trump ,RT @MailOnline: China joins WHO-backed 'global coronavirus vaccine alliance' rejected by Donald Trump https://t.co/2SoGQjpFAd,1314543934719180808,0,0,0,0,0,0,0,1,0,0
1148,"retweet  jackson s                      jackson s
quarantine                     quarantine
in china                          in k…","RT @sneakyseunie: Jackson's                      Jackson's
quarantine                     quarantine
in China:                         in K…",1314560390148227073,0,0,0,0,0,0,0,0,1,0
1149,"ho awaits china s nod on list of experts to probe origin of  coronavirus 

 

via ","#WHO awaits China's nod on list of experts to probe origin of #coronavirus 

https://t.co/aNpPWiUoU7 

via @economictimes",1314585065439911936,0,0,0,0,0,0,0,1,0,0
1150,    for the foreseeable future american presidents  regardless of party  will continue donald trump china rhetoric  bc it simply polls well  corona originating there only “helps” ,"@JessLee_DC @tparsi @resplinodell @RStatecraft for the foreseeable future American presidents, regardless of party, will continue trump’s China rhetoric, bc it simply polls well (corona originating there only “helps”)",1314590478705205250,0,0,0,0,0,0,1,1,0,0
1151,because american scientists were behind the creation of the novel coronavirus in collaboration with gilead since 2015  a company which is now marketing a “miracle” drug redemsvir  it is unlikely that donald trump anti china charges lack evidence ,"Because American scientists were behind the creation of the novel coronavirus in collaboration with Gilead since 2015, a company which is now marketing a “miracle” drug Redemsvir, it is unlikely that Trump’s anti-China charges lack evidence.",1314600069887258624,0,0,0,0,0,0,0,1,0,0
1152,china certainly played a part in the creation of the novel coronavirus  but it is unlikely to carry more responsibility for the subsequent pandemic than ralph baric  his colleagues  gilead sciences  and america’s intelligence agencies ,"China certainly played a part in the creation of the novel coronavirus, but it is unlikely to carry more responsibility for the subsequent pandemic than Ralph Baric, his colleagues, Gilead Sciences, and America’s intelligence agencies.",1314600547572359173,0,0,0,0,0,0,0,1,0,0
1153, china is lucky that us soldiers dont fired you chinese communist party  chinesevirus,@globaltimesnews China is lucky that US soldiers dont fired you CCP #ChineseVirus,1314606896578392064,0,0,0,0,0,0,1,1,0,1
1154, congratulations afghanistan for receiving kits from  china to fight with  chinesevirus god save you ,@globaltimesnews Congratulations Afghanistan for receiving kits from #China to fight with #ChineseVirus god save you.,1314607686541963265,0,0,1,0,0,0,0,0,0,0
1155,chinese communist party membership  6  of china s population  so this does not even cover all party members  ,"CCP membership ~6% of China's population, so this doesn't even cover all party members. https://t.co/K3iI6Htldf",1314625175179194371,0,0,0,0,0,0,1,1,0,0
1156,retweet  coronavirus whistleblower s mother reportedly arrested in china ,RT @worldnetdaily: COVID whistleblower's mother reportedly arrested in China https://t.co/kmGH7ZCliO,1314666167282413570,0,0,0,0,0,0,0,0,1,0
1157,retweet  china s holiday travel is back to 80  of its pre pandemic levels ,RT @business: China's holiday travel is back to 80% of its pre-pandemic levels https://t.co/se6o92cSaY,1314735803256332293,0,0,0,0,0,1,0,0,1,0
1158,retweet  china s holiday travel is back to 80  of its pre pandemic levels ,RT @next_china: China's holiday travel is back to 80% of its pre-pandemic levels https://t.co/JV4cf43D0Q,1314747360702984193,0,0,0,0,0,1,0,0,1,0
1159,fm wang yi will pay official visits to  cambodia   malaysia   laos   thailand  amp  a transit visit to  singapore from oct 11 15   china  amp   countries have lent each other a helping hand in the face of difficulties  amp  taken a lead in fighting  coronavirus  amp  post coronavirus recovery  ,"FM Wang Yi will pay official visits to #Cambodia, #Malaysia, #Laos, #Thailand &amp; a transit visit to #Singapore from Oct.11-15. #China &amp; @ASEAN countries have lent each other a helping hand in the face of difficulties &amp; taken a lead in fighting #COVID19 &amp; post-COVID19 recovery. https://t.co/btA2TKQgCi",1314755915749310464,0,1,0,0,0,0,0,0,1,0
1160, indonesia  4 094 new imported cases from china ,"-indonesia, 4.094 new imported cases from China https://t.co/OMK87YMoi3",1314757240717336577,0,0,0,0,0,0,0,0,1,0
1161,  indonesia  4 094 new imported corona cases from china,"@XHNews -indonesia, 4.094 new imported corona cases from China",1314757518787112960,0,0,0,0,0,0,0,0,1,0
1162,retweet   coronavirusー19 beyond  europe   china s debtors  e g  some african countries  come under stress due to the economic  crisis caus…,"RT @Kaihua2010: #COVIDー19 beyond #Europe: #China's debtors, e.g. some African countries, come under stress due to the economic #crisis caus…",1314764141739954176,0,0,0,0,1,0,1,0,0,0
1163,retweet   despite a strong coronavirus rebound  china is not going back to normal anytime soon   writes  ,"RT @TIME: ""Despite a strong Covid-19 rebound, China isn't going back to normal anytime soon,"" writes @ianbremmer https://t.co/jNxaccghkk",1314772516267724801,0,0,0,1,0,0,0,1,0,0
1164,retweet  all were employees of the center for emerging infectious diseases in wuhan  china  and their  original coronavirus stra…,"RT @Smackenziekerr: All were employees of the Center for Emerging Infectious Diseases in Wuhan, China, and their  original coronavirus stra…",1314772594701209602,0,0,0,0,0,0,0,1,1,0
1165,retweet   despite a strong coronavirus rebound  china is not going back to normal anytime soon   writes  ,"RT @TIME: ""Despite a strong Covid-19 rebound, China isn't going back to normal anytime soon,"" writes @ianbremmer https://t.co/kGggGb3eBl",1314774099474837505,0,0,0,1,0,0,0,1,0,0
1166,retweet    realdonaldtrump s point that biden would not have blocked travel with china is absolutely true  and one of the most i…,"RT @Duncan4Congress: .@realDonaldTrump's point that Biden wouldn't have blocked travel with China is absolutely true, and one of the most i…",1312978831322480641,1,0,0,0,0,0,1,0,0,0
1167,"retweet  fun movie storyline 

1  potus forces china into trade deal good for us

2  china not happy

3  immediately virus leaks…","RT @RealJamesWoods: Fun movie storyline:

1) POTUS forces China into trade deal good for US

2) China NOT happy

3) Immediately virus leaks…",1313013881355337730,0,0,0,0,0,0,0,1,0,1
1168,"retweet  6 year olds in communist china parroting what national propaganda said after president trump s coronavirus diagnosis  

this is h…","RT @BoDiplo: 6-year-olds in Communist China parroting what national propaganda said after President Trump's COVID-19 diagnosis. 

This is h…",1313119801598853123,0,0,0,0,0,0,1,0,0,1
1169,"retweet    coronavirus  if you are not pay attention  go back to china
grinning face with sweat","RT @deydeychristina: @nurkholiswyd @PretiWn Covid, If you're not pay attention, go back to China
😅😅😅",1313121315058905088,0,0,0,0,0,0,0,0,0,1
1170,"retweet   iran coronavirus death toll highest outside china  

political prisoners remain behind bars as coronavirus surges in iran …","RT @HerryNapit: #Iran coronavirus death toll highest outside China. 

Political prisoners remain behind bars as COVID-19 surges in Iran.…",1313123442598658048,0,0,0,0,0,0,0,0,1,0
1171,"retweet  china mishandled the virus 
china allowed it to spread 
china lied to the world about it 

our country should not have to re…","RT @RepTedBudd: China mishandled the virus.
China allowed it to spread.
China lied to the world about it.

Our country shouldn't have to re…",1313135076541001729,0,0,0,0,0,0,1,1,0,0
1172,retweet  china withheld information that could have saved countless american lives  they must be held accountable for their egr…,RT @McHenryCampaign: China withheld information that could have saved countless American lives. They must be held accountable for their egr…,1313136697232637953,0,0,0,0,0,0,1,1,0,0
1173,retweet  a very important meeting tomorrow for the  quad countries in  japan  the main issue will be  china and the common effort…,RT @IndoPac_Info: A very important meeting tomorrow for the #QUAD countries in #Japan. The main issue will be #China and the common effort…,1313156270598156289,0,0,0,0,0,0,1,0,0,0
1174,blessing in disguise is  either his korea or china touch down  we can make sure jackson given the time to rest properly  14days quarantine procedures  before his next 6 months schedules ,"Blessing in disguise is, either His Korea or China touch down, we can make sure Jackson given the time to rest properly (14days quarantine procedures) before His next 6 months schedules.",1313262671676932096,1,0,0,0,0,0,0,0,0,1
1175,retweet   china expert  said that the chinese communist party regime  which had not been truthful about the  ccpvirus during the earl…,"RT @EpochTimesChina: #China expert @GordonGChang said that the #CCP regime, which had not been truthful about the #CCPVirus during the earl…",1313269294659035136,0,0,0,0,0,0,0,1,1,0
1176,is china’s vaccine diplomacy as another political inducement to the southeast asian region and how indonesia response that situation ,Is China’s Vaccine Diplomacy as another Political Inducement to the Southeast Asian Region and how Indonesia response that situation?,1313310649896771584,0,0,0,0,0,0,0,1,0,0
1177,please refer to how china reopening their shanghai disneyland ,Please refer to how china reopening their Shanghai Disneyland https://t.co/WY5QtLjcqa,1313313942979002368,0,0,0,0,0,0,0,1,0,0
1178,"china vs us
export  import
treat equation
complicated situation   coronavirus
supply chain
south east asia  gt  hampered by china
we produce domestically  gt  opportunity to capture domestic consumptive
the sky is limit
us amp china need products from indonesia
need to improve our capacity","china vs US
export, import
treat equation
complicated situation - covid-19
supply chain
south east asia &gt; hampered by china
we produce domestically &gt; opportunity to capture domestic consumptive
the sky is limit
US&amp;china need products from Indonesia
need to improve our capacity",1313333401416421376,0,0,0,0,0,0,1,1,0,0
1179,retweet  new  china reports 3 new cases of coronavirus  2 of which were imported ,"RT @NorbertElekes: NEW: China reports 3 new cases of coronavirus, 2 of which were imported.",Mon Apr 27 05:05:01 +0000 2020,0,0,0,0,0,0,0,0,1,0
1180,"retweet  thank you china for this immense contribution to  vaccinology and science in general  
because of you  the world is now wo…","RT @rupamurthy1: Thank you China for this immense contribution to #Vaccinology and science in general. 
Because of you, the World is now wo…",Mon Apr 27 05:06:34 +0000 2020,0,1,0,0,0,0,0,0,0,0
1181,retweet  children in china s two most important cities go back to school after more than three months at home  as  coronavirus restrictions…,"RT @AFP: Children in China's two most important cities go back to school after more than three months at home, as #coronavirus restrictions…",Mon Apr 27 05:12:20 +0000 2020,0,0,0,0,0,0,0,0,1,0
